date,city,tourist_footfall
2018-09-12,Jaisalmer,1713
2018-09-13,Jaisalmer,1481
2018-09-14,Jaisalmer,1890
2018-09-15,Jaisalmer,2064
2018-09-16,Jaisalmer,1911
2018-09-17,Jaisalmer,1448
2018-09-18,Jaisalmer,1843
2018-09-19,Jaisalmer,1562
2018-09-20,Jaisalmer,1477
2018-09-21,Jaisalmer,1994
2018-09-22,Jaisalmer,1901
2018-09-23,Jaisalmer,2086
2018-09-24,Jaisalmer,1670
2018-09-25,Jaisalmer,1446
2018-09-26,Jaisalmer,1816
2018-09-27,Jaisalmer,1809
2018-09-28,Jaisalmer,1542
2018-09-29,Jaisalmer,1872
2018-09-30,Jaisalmer,2013
2018-10-01,Jaisalmer,2699
2018-10-02,Jaisalmer,2372
2018-10-03,Jaisalmer,2949
2018-10-04,Jaisalmer,2540
2018-10-05,Jaisalmer,2895
2018-10-06,Jaisalmer,3118
2018-10-07,Jaisalmer,3383
2018-10-08,Jaisalmer,2953
2018-10-09,Jaisalmer,3029
2018-10-10,Jaisalmer,4485
2018-10-11,Jaisalmer,5421
2018-10-12,Jaisalmer,5261
2018-10-13,Jaisalmer,6091
2018-10-14,Jaisalmer,5385
2018-10-15,Jaisalmer,5482
2018-10-16,Jaisalmer,5493
2018-10-17,Jaisalmer,4350
2018-10-18,Jaisalmer,4273
2018-10-19,Jaisalmer,2721
2018-10-20,Jaisalmer,3234
2018-10-21,Jaisalmer,3865
2018-10-22,Jaisalmer,3000
2018-10-23,Jaisalmer,2814
2018-10-24,Jaisalmer,2527
2018-10-25,Jaisalmer,2373
2018-10-26,Jaisalmer,3025
2018-10-27,Jaisalmer,3073
2018-10-28,Jaisalmer,3443
2018-10-29,Jaisalmer,3199
2018-10-30,Jaisalmer,2557
2018-10-31,Jaisalmer,2906
2018-11-01,Jaisalmer,2768
2018-11-02,Jaisalmer,2279
2018-11-03,Jaisalmer,3657
2018-11-04,Jaisalmer,3331
2018-11-05,Jaisalmer,2499
2018-11-06,Jaisalmer,2583
2018-11-07,Jaisalmer,3165
2018-11-08,Jaisalmer,2619
2018-11-09,Jaisalmer,2448
2018-11-10,Jaisalmer,3486
2018-11-11,Jaisalmer,3384
2018-11-12,Jaisalmer,3088
2018-11-13,Jaisalmer,2647
2018-11-14,Jaisalmer,2686
2018-11-15,Jaisalmer,2471
2018-11-16,Jaisalmer,2516
2018-11-17,Jaisalmer,3153
2018-11-18,Jaisalmer,3363
2018-11-19,Jaisalmer,3061
2018-11-20,Jaisalmer,2512
2018-11-21,Jaisalmer,2495
2018-11-22,Jaisalmer,2809
2018-11-23,Jaisalmer,2983
2018-11-24,Jaisalmer,3379
2018-11-25,Jaisalmer,3121
2018-11-26,Jaisalmer,3347
2018-11-27,Jaisalmer,3001
2018-11-28,Jaisalmer,2856
2018-11-29,Jaisalmer,2993
2018-11-30,Jaisalmer,2819
2018-12-01,Jaisalmer,3287
2018-12-02,Jaisalmer,3348
2018-12-03,Jaisalmer,2583
2018-12-04,Jaisalmer,2905
2018-12-05,Jaisalmer,3227
2018-12-06,Jaisalmer,2867
2018-12-07,Jaisalmer,2929
2018-12-08,Jaisalmer,2931
2018-12-09,Jaisalmer,3719
2018-12-10,Jaisalmer,2877
2018-12-11,Jaisalmer,2692
2018-12-12,Jaisalmer,2876
2018-12-13,Jaisalmer,3137
2018-12-14,Jaisalmer,2507
2018-12-15,Jaisalmer,3779
2018-12-16,Jaisalmer,3342
2018-12-17,Jaisalmer,2962
2018-12-18,Jaisalmer,3061
2018-12-19,Jaisalmer,2765
2018-12-20,Jaisalmer,2617
2018-12-21,Jaisalmer,2644
2018-12-22,Jaisalmer,3416
2018-12-23,Jaisalmer,3261
2018-12-24,Jaisalmer,3081
2018-12-25,Jaisalmer,2516
2018-12-26,Jaisalmer,3113
2018-12-27,Jaisalmer,2551
2018-12-28,Jaisalmer,3284
2018-12-29,Jaisalmer,3430
2018-12-30,Jaisalmer,3217
2018-12-31,Jaisalmer,2709
2019-01-01,Jaisalmer,2600
2019-01-02,Jaisalmer,2767
2019-01-03,Jaisalmer,2528
2019-01-04,Jaisalmer,2658
2019-01-05,Jaisalmer,2928
2019-01-06,Jaisalmer,3786
2019-01-07,Jaisalmer,3067
2019-01-08,Jaisalmer,2384
2019-01-09,Jaisalmer,2912
2019-01-10,Jaisalmer,2984
2019-01-11,Jaisalmer,3008
2019-01-12,Jaisalmer,3059
2019-01-13,Jaisalmer,3095
2019-01-14,Jaisalmer,3282
2019-01-15,Jaisalmer,2957
2019-01-16,Jaisalmer,2547
2019-01-17,Jaisalmer,2372
2019-01-18,Jaisalmer,3223
2019-01-19,Jaisalmer,2787
2019-01-20,Jaisalmer,3648
2019-01-21,Jaisalmer,2882
2019-01-22,Jaisalmer,2760
2019-01-23,Jaisalmer,3078
2019-01-24,Jaisalmer,3213
2019-01-25,Jaisalmer,2942
2019-01-26,Jaisalmer,2988
2019-01-27,Jaisalmer,3777
2019-01-28,Jaisalmer,2639
2019-01-29,Jaisalmer,2899
2019-01-30,Jaisalmer,2876
2019-01-31,Jaisalmer,3099
2019-02-01,Jaisalmer,2782
2019-02-02,Jaisalmer,3237
2019-02-03,Jaisalmer,3262
2019-02-04,Jaisalmer,3160
2019-02-05,Jaisalmer,2763
2019-02-06,Jaisalmer,2600
2019-02-07,Jaisalmer,3247
2019-02-08,Jaisalmer,3067
2019-02-09,Jaisalmer,3894
2019-02-10,Jaisalmer,6091
2019-02-11,Jaisalmer,5295
2019-02-12,Jaisalmer,5632
2019-02-13,Jaisalmer,5738
2019-02-14,Jaisalmer,5077
2019-02-15,Jaisalmer,5260
2019-02-16,Jaisalmer,5552
2019-02-17,Jaisalmer,6765
2019-02-18,Jaisalmer,4726
2019-02-19,Jaisalmer,2512
2019-02-20,Jaisalmer,2478
2019-02-21,Jaisalmer,2875
2019-02-22,Jaisalmer,2832
2019-02-23,Jaisalmer,3622
2019-02-24,Jaisalmer,3115
2019-02-25,Jaisalmer,2724
2019-02-26,Jaisalmer,2851
2019-02-27,Jaisalmer,3305
2019-02-28,Jaisalmer,2767
2019-03-01,Jaisalmer,3297
2019-03-02,Jaisalmer,3423
2019-03-03,Jaisalmer,3138
2019-03-04,Jaisalmer,2508
2019-03-05,Jaisalmer,2441
2019-03-06,Jaisalmer,3276
2019-03-07,Jaisalmer,2984
2019-03-08,Jaisalmer,3203
2019-03-09,Jaisalmer,3426
2019-03-10,Jaisalmer,5898
2019-03-11,Jaisalmer,5749
2019-03-12,Jaisalmer,5016
2019-03-13,Jaisalmer,5532
2019-03-14,Jaisalmer,5583
2019-03-15,Jaisalmer,5135
2019-03-16,Jaisalmer,7069
2019-03-17,Jaisalmer,6413
2019-03-18,Jaisalmer,3125
2019-03-19,Jaisalmer,2532
2019-03-20,Jaisalmer,3046
2019-03-21,Jaisalmer,2862
2019-03-22,Jaisalmer,3056
2019-03-23,Jaisalmer,3483
2019-03-24,Jaisalmer,2957
2019-03-25,Jaisalmer,2606
2019-03-26,Jaisalmer,2643
2019-03-27,Jaisalmer,2889
2019-03-28,Jaisalmer,2616
2019-03-29,Jaisalmer,2965
2019-03-30,Jaisalmer,3587
2019-03-31,Jaisalmer,3431
2019-04-01,Jaisalmer,1085
2019-04-02,Jaisalmer,1123
2019-04-03,Jaisalmer,895
2019-04-04,Jaisalmer,933
2019-04-05,Jaisalmer,892
2019-04-06,Jaisalmer,1213
2019-04-07,Jaisalmer,1166
2019-04-08,Jaisalmer,836
2019-04-09,Jaisalmer,977
2019-04-10,Jaisalmer,1053
2019-04-11,Jaisalmer,681
2019-04-12,Jaisalmer,1039
2019-04-13,Jaisalmer,1365
2019-04-14,Jaisalmer,987
2019-04-15,Jaisalmer,1020
2019-04-16,Jaisalmer,1167
2019-04-17,Jaisalmer,916
2019-04-18,Jaisalmer,922
2019-04-19,Jaisalmer,805
2019-04-20,Jaisalmer,1430
2019-04-21,Jaisalmer,1060
2019-04-22,Jaisalmer,1026
2019-04-23,Jaisalmer,966
2019-04-24,Jaisalmer,1123
2019-04-25,Jaisalmer,994
2019-04-26,Jaisalmer,1002
2019-04-27,Jaisalmer,1039
2019-04-28,Jaisalmer,1029
2019-04-29,Jaisalmer,1129
2019-04-30,Jaisalmer,949
2019-05-01,Jaisalmer,956
2019-05-02,Jaisalmer,899
2019-05-03,Jaisalmer,883
2019-05-04,Jaisalmer,1019
2019-05-05,Jaisalmer,1169
2019-05-06,Jaisalmer,899
2019-05-07,Jaisalmer,876
2019-05-08,Jaisalmer,821
2019-05-09,Jaisalmer,722
2019-05-10,Jaisalmer,691
2019-05-11,Jaisalmer,958
2019-05-12,Jaisalmer,1277
2019-05-13,Jaisalmer,1080
2019-05-14,Jaisalmer,863
2019-05-15,Jaisalmer,1105
2019-05-16,Jaisalmer,1069
2019-05-17,Jaisalmer,829
2019-05-18,Jaisalmer,1276
2019-05-19,Jaisalmer,1059
2019-05-20,Jaisalmer,1065
2019-05-21,Jaisalmer,1066
2019-05-22,Jaisalmer,846
2019-05-23,Jaisalmer,769
2019-05-24,Jaisalmer,887
2019-05-25,Jaisalmer,1055
2019-05-26,Jaisalmer,1022
2019-05-27,Jaisalmer,1053
2019-05-28,Jaisalmer,996
2019-05-29,Jaisalmer,983
2019-05-30,Jaisalmer,1042
2019-05-31,Jaisalmer,1111
2019-06-01,Jaisalmer,1196
2019-06-02,Jaisalmer,981
2019-06-03,Jaisalmer,887
2019-06-04,Jaisalmer,841
2019-06-05,Jaisalmer,833
2019-06-06,Jaisalmer,948
2019-06-07,Jaisalmer,932
2019-06-08,Jaisalmer,1151
2019-06-09,Jaisalmer,1178
2019-06-10,Jaisalmer,946
2019-06-11,Jaisalmer,878
2019-06-12,Jaisalmer,880
2019-06-13,Jaisalmer,943
2019-06-14,Jaisalmer,724
2019-06-15,Jaisalmer,1049
2019-06-16,Jaisalmer,1026
2019-06-17,Jaisalmer,964
2019-06-18,Jaisalmer,824
2019-06-19,Jaisalmer,953
2019-06-20,Jaisalmer,933
2019-06-21,Jaisalmer,925
2019-06-22,Jaisalmer,1147
2019-06-23,Jaisalmer,1096
2019-06-24,Jaisalmer,957
2019-06-25,Jaisalmer,892
2019-06-26,Jaisalmer,978
2019-06-27,Jaisalmer,903
2019-06-28,Jaisalmer,996
2019-06-29,Jaisalmer,1162
2019-06-30,Jaisalmer,1074
2019-07-01,Jaisalmer,1948
2019-07-02,Jaisalmer,1630
2019-07-03,Jaisalmer,1652
2019-07-04,Jaisalmer,1792
2019-07-05,Jaisalmer,1987
2019-07-06,Jaisalmer,1957
2019-07-07,Jaisalmer,2269
2019-07-08,Jaisalmer,1876
2019-07-09,Jaisalmer,1541
2019-07-10,Jaisalmer,1729
2019-07-11,Jaisalmer,1642
2019-07-12,Jaisalmer,1848
2019-07-13,Jaisalmer,2009
2019-07-14,Jaisalmer,2260
2019-07-15,Jaisalmer,1713
2019-07-16,Jaisalmer,1631
2019-07-17,Jaisalmer,1810
2019-07-18,Jaisalmer,1782
2019-07-19,Jaisalmer,1379
2019-07-20,Jaisalmer,1969
2019-07-21,Jaisalmer,1994
2019-07-22,Jaisalmer,1487
2019-07-23,Jaisalmer,1895
2019-07-24,Jaisalmer,1757
2019-07-25,Jaisalmer,1761
2019-07-26,Jaisalmer,2082
2019-07-27,Jaisalmer,2008
2019-07-28,Jaisalmer,1945
2019-07-29,Jaisalmer,1455
2019-07-30,Jaisalmer,1726
2019-07-31,Jaisalmer,1684
2019-08-01,Jaisalmer,1676
2019-08-02,Jaisalmer,1438
2019-08-03,Jaisalmer,1777
2019-08-04,Jaisalmer,2426
2019-08-05,Jaisalmer,1876
2019-08-06,Jaisalmer,1610
2019-08-07,Jaisalmer,2019
2019-08-08,Jaisalmer,1475
2019-08-09,Jaisalmer,2076
2019-08-10,Jaisalmer,4051
2019-08-11,Jaisalmer,3974
2019-08-12,Jaisalmer,3691
2019-08-13,Jaisalmer,3271
2019-08-14,Jaisalmer,3632
2019-08-15,Jaisalmer,2776
2019-08-16,Jaisalmer,3115
2019-08-17,Jaisalmer,4101
2019-08-18,Jaisalmer,2070
2019-08-19,Jaisalmer,1671
2019-08-20,Jaisalmer,1578
2019-08-21,Jaisalmer,2030
2019-08-22,Jaisalmer,1586
2019-08-23,Jaisalmer,2013
2019-08-24,Jaisalmer,2280
2019-08-25,Jaisalmer,1958
2019-08-26,Jaisalmer,1843
2019-08-27,Jaisalmer,1927
2019-08-28,Jaisalmer,1638
2019-08-29,Jaisalmer,1584
2019-08-30,Jaisalmer,1730
2019-08-31,Jaisalmer,1985
2019-09-01,Jaisalmer,2220
2019-09-02,Jaisalmer,1729
2019-09-03,Jaisalmer,1694
2019-09-04,Jaisalmer,1599
2019-09-05,Jaisalmer,1645
2019-09-06,Jaisalmer,1542
2019-09-07,Jaisalmer,1863
2019-09-08,Jaisalmer,2158
2019-09-09,Jaisalmer,1469
2019-09-10,Jaisalmer,1605
2019-09-11,Jaisalmer,1567
2019-09-12,Jaisalmer,1761
2019-09-13,Jaisalmer,1610
2019-09-14,Jaisalmer,2377
2019-09-15,Jaisalmer,1881
2019-09-16,Jaisalmer,1796
2019-09-17,Jaisalmer,1795
2019-09-18,Jaisalmer,1892
2019-09-19,Jaisalmer,1895
2019-09-20,Jaisalmer,1650
2019-09-21,Jaisalmer,1994
2019-09-22,Jaisalmer,2180
2019-09-23,Jaisalmer,1890
2019-09-24,Jaisalmer,1884
2019-09-25,Jaisalmer,1800
2019-09-26,Jaisalmer,2019
2019-09-27,Jaisalmer,1676
2019-09-28,Jaisalmer,2340
2019-09-29,Jaisalmer,2374
2019-09-30,Jaisalmer,1920
2019-10-01,Jaisalmer,3363
2019-10-02,Jaisalmer,3090
2019-10-03,Jaisalmer,2997
2019-10-04,Jaisalmer,2573
2019-10-05,Jaisalmer,3068
2019-10-06,Jaisalmer,3879
2019-10-07,Jaisalmer,2753
2019-10-08,Jaisalmer,3169
2019-10-09,Jaisalmer,3469
2019-10-10,Jaisalmer,5031
2019-10-11,Jaisalmer,5181
2019-10-12,Jaisalmer,7202
2019-10-13,Jaisalmer,7104
2019-10-14,Jaisalmer,4816
2019-10-15,Jaisalmer,5743
2019-10-16,Jaisalmer,4934
2019-10-17,Jaisalmer,4868
2019-10-18,Jaisalmer,5185
2019-10-19,Jaisalmer,4025
2019-10-20,Jaisalmer,3588
2019-10-21,Jaisalmer,2939
2019-10-22,Jaisalmer,2776
2019-10-23,Jaisalmer,2597
2019-10-24,Jaisalmer,3327
2019-10-25,Jaisalmer,3063
2019-10-26,Jaisalmer,3991
2019-10-27,Jaisalmer,3552
2019-10-28,Jaisalmer,3214
2019-10-29,Jaisalmer,3251
2019-10-30,Jaisalmer,2922
2019-10-31,Jaisalmer,3216
2019-11-01,Jaisalmer,3151
2019-11-02,Jaisalmer,3326
2019-11-03,Jaisalmer,3417
2019-11-04,Jaisalmer,2933
2019-11-05,Jaisalmer,3270
2019-11-06,Jaisalmer,2856
2019-11-07,Jaisalmer,2742
2019-11-08,Jaisalmer,3415
2019-11-09,Jaisalmer,3430
2019-11-10,Jaisalmer,3161
2019-11-11,Jaisalmer,2652
2019-11-12,Jaisalmer,2684
2019-11-13,Jaisalmer,3281
2019-11-14,Jaisalmer,2627
2019-11-15,Jaisalmer,2557
2019-11-16,Jaisalmer,3817
2019-11-17,Jaisalmer,3358
2019-11-18,Jaisalmer,2986
2019-11-19,Jaisalmer,2948
2019-11-20,Jaisalmer,2818
2019-11-21,Jaisalmer,2937
2019-11-22,Jaisalmer,2848
2019-11-23,Jaisalmer,3738
2019-11-24,Jaisalmer,3880
2019-11-25,Jaisalmer,3007
2019-11-26,Jaisalmer,3406
2019-11-27,Jaisalmer,2724
2019-11-28,Jaisalmer,2515
2019-11-29,Jaisalmer,3151
2019-11-30,Jaisalmer,3961
2019-12-01,Jaisalmer,3511
2019-12-02,Jaisalmer,2438
2019-12-03,Jaisalmer,2433
2019-12-04,Jaisalmer,3154
2019-12-05,Jaisalmer,3042
2019-12-06,Jaisalmer,2912
2019-12-07,Jaisalmer,3486
2019-12-08,Jaisalmer,3636
2019-12-09,Jaisalmer,2690
2019-12-10,Jaisalmer,2811
2019-12-11,Jaisalmer,3233
2019-12-12,Jaisalmer,2896
2019-12-13,Jaisalmer,2780
2019-12-14,Jaisalmer,3734
2019-12-15,Jaisalmer,3753
2019-12-16,Jaisalmer,3234
2019-12-17,Jaisalmer,3029
2019-12-18,Jaisalmer,2642
2019-12-19,Jaisalmer,2789
2019-12-20,Jaisalmer,3116
2019-12-21,Jaisalmer,2963
2019-12-22,Jaisalmer,3753
2019-12-23,Jaisalmer,2986
2019-12-24,Jaisalmer,3113
2019-12-25,Jaisalmer,3136
2019-12-26,Jaisalmer,2886
2019-12-27,Jaisalmer,2543
2019-12-28,Jaisalmer,2934
2019-12-29,Jaisalmer,3133
2019-12-30,Jaisalmer,2973
2019-12-31,Jaisalmer,3274
2020-01-01,Jaisalmer,3088
2020-01-02,Jaisalmer,2621
2020-01-03,Jaisalmer,3331
2020-01-04,Jaisalmer,4012
2020-01-05,Jaisalmer,3509
2020-01-06,Jaisalmer,2810
2020-01-07,Jaisalmer,2898
2020-01-08,Jaisalmer,2653
2020-01-09,Jaisalmer,3181
2020-01-10,Jaisalmer,3027
2020-01-11,Jaisalmer,3960
2020-01-12,Jaisalmer,4066
2020-01-13,Jaisalmer,2933
2020-01-14,Jaisalmer,2574
2020-01-15,Jaisalmer,2911
2020-01-16,Jaisalmer,2927
2020-01-17,Jaisalmer,3106
2020-01-18,Jaisalmer,3841
2020-01-19,Jaisalmer,3726
2020-01-20,Jaisalmer,2647
2020-01-21,Jaisalmer,3091
2020-01-22,Jaisalmer,2695
2020-01-23,Jaisalmer,2880
2020-01-24,Jaisalmer,3039
2020-01-25,Jaisalmer,3287
2020-01-26,Jaisalmer,3549
2020-01-27,Jaisalmer,2628
2020-01-28,Jaisalmer,2880
2020-01-29,Jaisalmer,3089
2020-01-30,Jaisalmer,3150
2020-01-31,Jaisalmer,2587
2020-02-01,Jaisalmer,3994
2020-02-02,Jaisalmer,3695
2020-02-03,Jaisalmer,2636
2020-02-04,Jaisalmer,2572
2020-02-05,Jaisalmer,2972
2020-02-06,Jaisalmer,3285
2020-02-07,Jaisalmer,3205
2020-02-08,Jaisalmer,2970
2020-02-09,Jaisalmer,3298
2020-02-10,Jaisalmer,5721
2020-02-11,Jaisalmer,5219
2020-02-12,Jaisalmer,5391
2020-02-13,Jaisalmer,5684
2020-02-14,Jaisalmer,5404
2020-02-15,Jaisalmer,6656
2020-02-16,Jaisalmer,7459
2020-02-17,Jaisalmer,6068
2020-02-18,Jaisalmer,4864
2020-02-19,Jaisalmer,3296
2020-02-20,Jaisalmer,2938
2020-02-21,Jaisalmer,2879
2020-02-22,Jaisalmer,3957
2020-02-23,Jaisalmer,3357
2020-02-24,Jaisalmer,2789
2020-02-25,Jaisalmer,2639
2020-02-26,Jaisalmer,2655
2020-02-27,Jaisalmer,2829
2020-02-28,Jaisalmer,3287
2020-02-29,Jaisalmer,3148
2020-03-01,Jaisalmer,4093
2020-03-02,Jaisalmer,2877
2020-03-03,Jaisalmer,2992
2020-03-04,Jaisalmer,2637
2020-03-05,Jaisalmer,2838
2020-03-06,Jaisalmer,3316
2020-03-07,Jaisalmer,4166
2020-03-08,Jaisalmer,3589
2020-03-09,Jaisalmer,2555
2020-03-10,Jaisalmer,4642
2020-03-11,Jaisalmer,5804
2020-03-12,Jaisalmer,5125
2020-03-13,Jaisalmer,5964
2020-03-14,Jaisalmer,5650
2020-03-15,Jaisalmer,7030
2020-03-16,Jaisalmer,5393
2020-03-17,Jaisalmer,4782
2020-03-18,Jaisalmer,2754
2020-03-19,Jaisalmer,3078
2020-03-20,Jaisalmer,2648
2020-03-21,Jaisalmer,3576
2020-03-22,Jaisalmer,3021
2020-03-23,Jaisalmer,3485
2020-03-24,Jaisalmer,2877
2020-03-25,Jaisalmer,3208
2020-03-26,Jaisalmer,2995
2020-03-27,Jaisalmer,2735
2020-03-28,Jaisalmer,3304
2020-03-29,Jaisalmer,3591
2020-03-30,Jaisalmer,2619
2020-03-31,Jaisalmer,3367
2020-04-01,Jaisalmer,1020
2020-04-02,Jaisalmer,908
2020-04-03,Jaisalmer,868
2020-04-04,Jaisalmer,1243
2020-04-05,Jaisalmer,1461
2020-04-06,Jaisalmer,1010
2020-04-07,Jaisalmer,991
2020-04-08,Jaisalmer,836
2020-04-09,Jaisalmer,1055
2020-04-10,Jaisalmer,1081
2020-04-11,Jaisalmer,1337
2020-04-12,Jaisalmer,1249
2020-04-13,Jaisalmer,1081
2020-04-14,Jaisalmer,924
2020-04-15,Jaisalmer,1095
2020-04-16,Jaisalmer,1059
2020-04-17,Jaisalmer,882
2020-04-18,Jaisalmer,1167
2020-04-19,Jaisalmer,1301
2020-04-20,Jaisalmer,940
2020-04-21,Jaisalmer,986
2020-04-22,Jaisalmer,1020
2020-04-23,Jaisalmer,1145
2020-04-24,Jaisalmer,1032
2020-04-25,Jaisalmer,947
2020-04-26,Jaisalmer,1272
2020-04-27,Jaisalmer,893
2020-04-28,Jaisalmer,1094
2020-04-29,Jaisalmer,1193
2020-04-30,Jaisalmer,922
2020-05-01,Jaisalmer,878
2020-05-02,Jaisalmer,1318
2020-05-03,Jaisalmer,1126
2020-05-04,Jaisalmer,1023
2020-05-05,Jaisalmer,1356
2020-05-06,Jaisalmer,996
2020-05-07,Jaisalmer,809
2020-05-08,Jaisalmer,845
2020-05-09,Jaisalmer,1178
2020-05-10,Jaisalmer,1232
2020-05-11,Jaisalmer,1167
2020-05-12,Jaisalmer,876
2020-05-13,Jaisalmer,1039
2020-05-14,Jaisalmer,1167
2020-05-15,Jaisalmer,1129
2020-05-16,Jaisalmer,1237
2020-05-17,Jaisalmer,1131
2020-05-18,Jaisalmer,852
2020-05-19,Jaisalmer,1014
2020-05-20,Jaisalmer,919
2020-05-21,Jaisalmer,823
2020-05-22,Jaisalmer,1012
2020-05-23,Jaisalmer,1356
2020-05-24,Jaisalmer,1162
2020-05-25,Jaisalmer,961
2020-05-26,Jaisalmer,1144
2020-05-27,Jaisalmer,1182
2020-05-28,Jaisalmer,928
2020-05-29,Jaisalmer,889
2020-05-30,Jaisalmer,1043
2020-05-31,Jaisalmer,1115
2020-06-01,Jaisalmer,1144
2020-06-02,Jaisalmer,1112
2020-06-03,Jaisalmer,867
2020-06-04,Jaisalmer,798
2020-06-05,Jaisalmer,856
2020-06-06,Jaisalmer,1164
2020-06-07,Jaisalmer,1319
2020-06-08,Jaisalmer,1124
2020-06-09,Jaisalmer,1074
2020-06-10,Jaisalmer,826
2020-06-11,Jaisalmer,989
2020-06-12,Jaisalmer,1002
2020-06-13,Jaisalmer,1296
2020-06-14,Jaisalmer,1401
2020-06-15,Jaisalmer,982
2020-06-16,Jaisalmer,1041
2020-06-17,Jaisalmer,1060
2020-06-18,Jaisalmer,1009
2020-06-19,Jaisalmer,1189
2020-06-20,Jaisalmer,1234
2020-06-21,Jaisalmer,1041
2020-06-22,Jaisalmer,972
2020-06-23,Jaisalmer,1058
2020-06-24,Jaisalmer,1036
2020-06-25,Jaisalmer,949
2020-06-26,Jaisalmer,1146
2020-06-27,Jaisalmer,1098
2020-06-28,Jaisalmer,1164
2020-06-29,Jaisalmer,1134
2020-06-30,Jaisalmer,984
2020-07-01,Jaisalmer,1961
2020-07-02,Jaisalmer,2107
2020-07-03,Jaisalmer,2005
2020-07-04,Jaisalmer,2217
2020-07-05,Jaisalmer,2250
2020-07-06,Jaisalmer,1677
2020-07-07,Jaisalmer,1651
2020-07-08,Jaisalmer,1755
2020-07-09,Jaisalmer,1901
2020-07-10,Jaisalmer,1628
2020-07-11,Jaisalmer,2465
2020-07-12,Jaisalmer,2378
2020-07-13,Jaisalmer,1904
2020-07-14,Jaisalmer,1673
2020-07-15,Jaisalmer,1860
2020-07-16,Jaisalmer,2064
2020-07-17,Jaisalmer,1638
2020-07-18,Jaisalmer,2335
2020-07-19,Jaisalmer,2142
2020-07-20,Jaisalmer,1970
2020-07-21,Jaisalmer,1937
2020-07-22,Jaisalmer,1725
2020-07-23,Jaisalmer,1677
2020-07-24,Jaisalmer,2041
2020-07-25,Jaisalmer,2224
2020-07-26,Jaisalmer,2069
2020-07-27,Jaisalmer,1599
2020-07-28,Jaisalmer,1578
2020-07-29,Jaisalmer,1666
2020-07-30,Jaisalmer,1530
2020-07-31,Jaisalmer,1843
2020-08-01,Jaisalmer,2050
2020-08-02,Jaisalmer,2137
2020-08-03,Jaisalmer,1904
2020-08-04,Jaisalmer,1913
2020-08-05,Jaisalmer,1685
2020-08-06,Jaisalmer,1750
2020-08-07,Jaisalmer,1991
2020-08-08,Jaisalmer,2088
2020-08-09,Jaisalmer,2238
2020-08-10,Jaisalmer,3425
2020-08-11,Jaisalmer,3773
2020-08-12,Jaisalmer,2938
2020-08-13,Jaisalmer,2884
2020-08-14,Jaisalmer,3117
2020-08-15,Jaisalmer,3719
2020-08-16,Jaisalmer,3627
2020-08-17,Jaisalmer,3547
2020-08-18,Jaisalmer,1646
2020-08-19,Jaisalmer,1898
2020-08-20,Jaisalmer,2156
2020-08-21,Jaisalmer,1745
2020-08-22,Jaisalmer,2027
2020-08-23,Jaisalmer,2285
2020-08-24,Jaisalmer,1688
2020-08-25,Jaisalmer,1996
2020-08-26,Jaisalmer,1998
2020-08-27,Jaisalmer,2041
2020-08-28,Jaisalmer,2070
2020-08-29,Jaisalmer,2039
2020-08-30,Jaisalmer,1877
2020-08-31,Jaisalmer,1800
2020-09-01,Jaisalmer,2096
2020-09-02,Jaisalmer,1876
2020-09-03,Jaisalmer,2003
2020-09-04,Jaisalmer,1829
2020-09-05,Jaisalmer,2172
2020-09-06,Jaisalmer,2271
2020-09-07,Jaisalmer,2034
2020-09-08,Jaisalmer,2184
2020-09-09,Jaisalmer,2022
2020-09-10,Jaisalmer,2076
2020-09-11,Jaisalmer,2017
2020-09-12,Jaisalmer,1939
2020-09-13,Jaisalmer,2098
2020-09-14,Jaisalmer,1858
2020-09-15,Jaisalmer,1742
2020-09-16,Jaisalmer,1933
2020-09-17,Jaisalmer,1963
2020-09-18,Jaisalmer,2176
2020-09-19,Jaisalmer,1925
2020-09-20,Jaisalmer,2106
2020-09-21,Jaisalmer,1819
2020-09-22,Jaisalmer,2165
2020-09-23,Jaisalmer,1910
2020-09-24,Jaisalmer,1711
2020-09-25,Jaisalmer,1775
2020-09-26,Jaisalmer,2196
2020-09-27,Jaisalmer,2176
2020-09-28,Jaisalmer,1752
2020-09-29,Jaisalmer,1999
2020-09-30,Jaisalmer,1806
2020-10-01,Jaisalmer,3168
2020-10-02,Jaisalmer,3491
2020-10-03,Jaisalmer,4188
2020-10-04,Jaisalmer,3441
2020-10-05,Jaisalmer,3278
2020-10-06,Jaisalmer,3231
2020-10-07,Jaisalmer,2573
2020-10-08,Jaisalmer,2908
2020-10-09,Jaisalmer,2682
2020-10-10,Jaisalmer,5924
2020-10-11,Jaisalmer,6648
2020-10-12,Jaisalmer,4591
2020-10-13,Jaisalmer,5711
2020-10-14,Jaisalmer,4576
2020-10-15,Jaisalmer,5062
2020-10-16,Jaisalmer,6284
2020-10-17,Jaisalmer,7493
2020-10-18,Jaisalmer,6093
2020-10-19,Jaisalmer,2972
2020-10-20,Jaisalmer,3306
2020-10-21,Jaisalmer,2605
2020-10-22,Jaisalmer,2595
2020-10-23,Jaisalmer,2815
2020-10-24,Jaisalmer,3124
2020-10-25,Jaisalmer,4042
2020-10-26,Jaisalmer,2740
2020-10-27,Jaisalmer,3278
2020-10-28,Jaisalmer,3175
2020-10-29,Jaisalmer,2906
2020-10-30,Jaisalmer,3132
2020-10-31,Jaisalmer,3811
